Center,Center Search Status,Facility,FacilityURL,Occupied,Status,URL Link,Record Date,Last Update,Country,Contact,Phone,Location,City,State,Zipcode
Marshall Space Flight Center,Public,EB Straylight Facility 4487,,1957,Active,,03/01/1996 12:00:00 AM,05/30/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Kennedy Space Center,Public,High Bay/M7-360/SSPF ,,1995,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
NASA Aircraft Management Division,Public,DFRC F/A-18 Research Aircraft,,,Active,http://www.nasa.gov/centers/dryden/aircraft/F-18_853/index.html,11/04/2009 12:00:00 AM,02/13/2013 12:00:00 AM,US,Hsien (Shen) Yen,202 358 4721,"20546(38.883239, -77.016473)",Washington,DC,20546
Wallops Flight Facility/GSFC,Public,Poker Flat Research Range & SAR Facility,,1970,Active,http://www.nasa.gov/centers/wallops,03/01/1996 12:00:00 AM,07/19/2013 12:00:00 AM,US,Scott H. Schaire,757-824-1120,"23337-5099(37.911289, -75.469622)",Wallops Island,VA,23337-5099
Michoud Assembly Facility,Public,Component Painting Facility,,,Active,http://mafbusiness.msfc.nasa.gov/,02/02/2009 12:00:00 AM,02/19/2013 12:00:00 AM,US,Ernest Graham,504.257-2619,"70189(29.950621, -90.074948)",New Orleans,LA,70189
Kennedy Space Center,Public,LCC Control Room 3/FR-3/Third Floor/K6-900 ,,1966,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Langley Research Center,Public,20-Inch Mach CF4 Tunnel,,1960,Inactive,http://www.aeronautics.nasa.gov/atp/index.html,03/01/1996 12:00:00 AM,01/28/2013 12:00:00 AM,US,Sherry Johnson,757.864-3848,"23681-2199(37.08681, -76.376649)",Hampton,VA,23681-2199
Stennis Space Center,Public,High Pressure Industrial Water Plant #4400,,1966,Active,http://rockettest.nasa.gov,03/01/1996 12:00:00 AM,04/06/2015 12:00:00 AM,US,Robert Bruce,228-688-1646,"39529-6000(30.385948, -89.604486)",Stennis Space Center,MS,39529-6000
Ames Research Center,Public,N234 - THERMAL PROTECTION LAB: AERODYNAMIC HEATING FACILITY (PAPAC),,1962,Active,http://thermo-physics.arc.nasa.gov,03/01/1996 12:00:00 AM,06/13/2014 12:00:00 AM,US,Rocci Caringello,650 603-9506,"94035(37.41412, -122.052585)",Moffett Field,CA,94035
Jet Propulsion Lab,Public,24 inch Telescope,,1965,Active,,03/01/1996 12:00:00 AM,08/07/2013 12:00:00 AM,US,Gary Gray,818.354.0701,"91109(34.178124, -118.150662)",PASADENA,CA,91109
Jet Propulsion Lab,Public,DSS 12 Antenna,,1958,Inactive,,03/01/1996 12:00:00 AM,08/07/2013 12:00:00 AM,US,Gary Gray,818.354.0701,"91109(34.178124, -118.150662)",PASADENA,CA,91109
Kennedy Space Center,Public,Central Frame Low Bay/60680/HGR-AE ,,1959,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
NASA Aircraft Management Division,Public,LaRC Lancair Columbia 300 Research Aircraft,,,Inactive,,11/04/2009 12:00:00 AM,02/13/2013 12:00:00 AM,US,Hsien (Shen) Yen,202 358 4721,"20546(38.883239, -77.016473)",Washington,DC,20546
Kennedy Space Center,Public,LB Cells (4) Low Bay Area/East/K6-848/VAB ,,1966,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Marshall Space Flight Center,Public,"EM Metrology Laboratory, Building 4711",,,Active,,08/09/2006 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Jet Propulsion Lab,Public,DSS 61 Antenna,,1964,Active,,03/01/1996 12:00:00 AM,08/07/2013 12:00:00 AM,US,Gary Gray,818.354.0701,"91109(34.178124, -118.150662)",PASADENA,CA,91109
Kennedy Space Center,Public,High Bay/Processing Area/M7-1104/MPPF ,,1994,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Kennedy Space Center,Public,High Bay Towers (6)/K6-848/VAB ,,1966,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
NASA Aircraft Management Division,Public,GRC DHC-6 Twin Otter Research Aircraft,,,Active,http://icebox-esn.grc.nasa.gov/facilities/otter.html,11/04/2009 12:00:00 AM,07/22/2013 12:00:00 AM,US,Hsien (Shen) Yen,202 358 4721,"20546(38.883239, -77.016473)",Washington,DC,20546
Kennedy Space Center,Public,Orbiter Processing Facility(OPF) Bay 1/K6-894 ,,1977,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Marshall Space Flight Center,Public,Neutral Buoyancy Facility 4705 ,,1968,Inactive,,03/01/1996 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Stennis Space Center,Public,Cryogenics Docks #0008,,1965,Active,http://rockettest.nasa.gov,03/01/1996 12:00:00 AM,04/06/2015 12:00:00 AM,US,Robert Bruce,228-688-1646,"39529-6000(30.385948, -89.604486)",Stennis Space Center,MS,39529-6000
Ames Research Center,Public,N237 - HYPERVELOCITY FREE FLIGHT GUN DEVELOPMENT FACILITY (PAPAC),,1964,Inactive,http://thermo-physics.arc.nasa.gov,03/01/1996 12:00:00 AM,07/19/2013 12:00:00 AM,US,Rocci Caringello,650 603-9506,"94035(37.41412, -122.052585)",Moffett Field,CA,94035
Marshall Space Flight Center,Public,EM Electrostatic Levitator Materials Characterizat,,,Active,,08/04/2006 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,EP Hydrocarbon (HC) Engine Test Fac 4696,,1963,Inactive,,03/01/1996 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,EH Ceramics Coatings & High Temp Mat.Lab 4612,,1960,Active,,03/01/1996 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
NASA Aircraft Management Division,Public,LaRC OV-10G Research Aircraft,,,Inactive,,11/04/2009 12:00:00 AM,02/13/2013 12:00:00 AM,US,Hsien (Shen) Yen,202 358 4721,"20546(38.883239, -77.016473)",Washington,DC,20546
Armstrong Flight Research Center,Public,Bldg. 0703 - Dryden Aircraft Operations Facility,,,Active,http://www.nasa.gov/centers/daof/index.html,04/13/2010 12:00:00 AM,12/17/2014 12:00:00 AM,US,Facilities Utilization Officer,661-276-2585,"93523(35.000989, -117.888837)",Edwards,CA,93523
Kennedy Space Center,Public,Canister Rotation Facility/M7-777 ,,1992,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Kennedy Space Center,Public,Support Areas/1726/HGR-S ,,1957,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Jet Propulsion Lab,Public,Large Shaker Dynamics Test Facility,,1964,Active,http://etl.jpl.nasa.gov,03/01/1996 12:00:00 AM,08/07/2013 12:00:00 AM,US,Gary Gray,818.354.0701,"91109(34.178124, -118.150662)",PASADENA,CA,91109
Ames Research Center,Public,N238 - ARC JET LABORATORY: PANEL TEST FACILITY (PAPAC),,1972,Active,http://thermo-physics.arc.nasa.gov,03/01/1996 12:00:00 AM,06/12/2014 12:00:00 AM,US,Rocci Caringello,650 603-9506,"94035(37.41412, -122.052585)",Moffett Field,CA,94035
Goddard Space Flight Center,Public,600: Plasma Calibration Facility,,1960,Active,,03/01/1996 12:00:00 AM,08/16/2013 12:00:00 AM,US,Barry Green,301 286 2520,"20771(38.99538, -76.853161)",Greenbelt,MD,20771
Kennedy Space Center,Public,Payload Canister (P70-0870) 2 EA ,,1979,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Michoud Assembly Facility,Public,High Bay Facility,,1982,Active,http://mafbusiness.msfc.nasa.gov/,02/03/2009 12:00:00 AM,02/19/2013 12:00:00 AM,US,Ernest Graham,504.257-2619,"70189(29.950621, -90.074948)",New Orleans,LA,70189
Goddard Space Flight Center,Public,"500/WSC: Antenna, 4.5m S/Ku-band",,1977,Active,,03/01/1996 12:00:00 AM,08/16/2013 12:00:00 AM,US,Barry Green,301 286 2520,"20771(38.99538, -76.853161)",Greenbelt,MD,20771
Stennis Space Center,Public,Test Stand B-2 #4221,,1965,Under Rehabilitation,http://rockettest.nasa.gov,12/11/2000 12:00:00 AM,04/06/2015 12:00:00 AM,US,Robert Bruce,228-688-1646,"39529-6000(30.385948, -89.604486)",Stennis Space Center,MS,39529-6000
Kennedy Space Center,Public,Payload Shipping Container (Hubble) (P70-0870) ,,1986,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Ames Research Center,Public,N206A - 12 FOOT PRESSURE WIND TUNNEL AUXILIARIES (PAPAC),,1946,Active,,03/01/1996 12:00:00 AM,11/22/2013 12:00:00 AM,US,Rocci Caringello,650 603-9506,"94035(37.41412, -122.052585)",Moffett Field,CA,94035
Langley Research Center,Public,Metal Technology Development Lab/1232A,,1946,Active,,06/09/2006 12:00:00 AM,02/25/2013 12:00:00 AM,US,Sherry Johnson,757.864-3848,"23681-2199(37.08681, -76.376649)",Hampton,VA,23681-2199
Stennis Space Center,Public,"High Pressure Gas Facility #0041,3305,6,9,10,11",,1966,Active,http://rockettest.nasa.gov,03/01/1996 12:00:00 AM,04/06/2015 12:00:00 AM,US,Robert Bruce,228-688-1646,"39529-6000(30.385948, -89.604486)",Stennis Space Center,MS,39529-6000
Glenn Research Center,Public,Creek Road Cryogenic Complex Cell 7,,,Active,,06/15/2015 12:00:00 AM,,US,Linda C. Elonen-Wright,216-433-9370,"44135(41.430364, -81.808561)",Cleveland,OH,44135
Stennis Space Center,Public,Test Stand A-1 #4120,,1967,Active,http://rockettest.nasa.gov,03/01/1996 12:00:00 AM,04/06/2015 12:00:00 AM,US,Robert Bruce,228-688-1646,"39529-6000(30.385948, -89.604486)",Stennis Space Center,MS,39529-6000
Kennedy Space Center,Public,ASRM Kneel Down Transporter ,,1993,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Marshall Space Flight Center,Public,EB LAB Anechoic Test Chamber 4190,,1965,Active,,06/10/1996 12:00:00 AM,05/30/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Langley Research Center,Public,Experimental Test Range,,1990,Active,,03/01/1996 12:00:00 AM,02/25/2013 12:00:00 AM,US,Sherry Johnson,757.864-3848,"23681-2199(37.08681, -76.376649)",Hampton,VA,23681-2199
Glenn Research Center,Public,"Icing Research Tunnel (IRT), Bldg #11",,1943,Active,http://www.grc.nasa.gov/WWW/Facilities/ext/irt/ind,03/01/1996 12:00:00 AM,03/04/2015 12:00:00 AM,US,Linda C. Elonen-Wright,216-433-9370,"44135(41.430364, -81.808561)",Cleveland,OH,44135
Langley Research Center,Public,Ceramic & Glass Laboratory (B-1237A),,1978,Active,,03/01/1996 12:00:00 AM,02/13/2013 12:00:00 AM,US,Sherry Johnson,757.864-3848,"23681-2199(37.08681, -76.376649)",Hampton,VA,23681-2199
Armstrong Flight Research Center,Public,Bldg. 4824 - Communications Building,,,Active,,04/13/2010 12:00:00 AM,12/19/2014 12:00:00 AM,US,Facilities Utilization Officer,661-276-2585,"93523(35.000989, -117.888837)",Edwards,CA,93523
Kennedy Space Center,Public,RPSF Shop/Storage Building/K6-0446 ,,1984,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Langley Research Center,Public,Nondestructive Evaluation Lab,,1988,Active,,03/01/1996 12:00:00 AM,02/25/2013 12:00:00 AM,US,Sherry Johnson,757.864-3848,"23681-2199(37.08681, -76.376649)",Hampton,VA,23681-2199
Michoud Assembly Facility,Public,Thermal Protection System Area,,1963,Active,http://mafbusiness.msfc.nasa.gov/,04/06/2009 12:00:00 AM,02/19/2013 12:00:00 AM,US,Ernest Graham,504.257-2619,"70189(29.950621, -90.074948)",New Orleans,LA,70189
Stennis Space Center,Public,A Complex Test Control Center (TCC) #4110,,1966,Active,,03/01/1996 12:00:00 AM,04/06/2015 12:00:00 AM,US,Robert Bruce,228-688-1646,"39529-6000(30.385948, -89.604486)",Stennis Space Center,MS,39529-6000
Glenn Research Center,Public,"Hypersonic Tunnel Facility (HTF), #3411",,1966,Active,http://adam.lerc.nasa.gov/PlumBrookStation/htf.htm,03/01/1996 12:00:00 AM,03/04/2015 12:00:00 AM,US,Linda C. Elonen-Wright,216-433-9370,"44135(41.430364, -81.808561)",Cleveland,OH,44135
Langley Research Center,Public,Low Pressure Physics Laboratory,,1965,Active,,03/01/1996 12:00:00 AM,02/25/2013 12:00:00 AM,US,Sherry Johnson,757.864-3848,"23681-2199(37.08681, -76.376649)",Hampton,VA,23681-2199
Kennedy Space Center,Public,Payload Canister Transporter (P70-0559) ,,1979,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Langley Research Center,Public,Infrared Detector Calib & Charac Lab (B-1202),,,Active,,12/06/2005 12:00:00 AM,02/25/2013 12:00:00 AM,US,Sherry Johnson,757.864-3848,"23681-2199(37.08681, -76.376649)",Hampton,VA,23681-2199
NASA Aircraft Management Division,Public,GRC S-3B Viking Research Aircraft,,,Active,,11/04/2009 12:00:00 AM,07/22/2013 12:00:00 AM,US,Hsien (Shen) Yen,202 358 4721,"20546(38.883239, -77.016473)",Washington,DC,20546
Marshall Space Flight Center,Public,EB Marshall Avionics Sys. Testbed (MAST) 4487,,1963,Active,,03/01/1996 12:00:00 AM,05/30/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Michoud Assembly Facility,Public,Harness Fabrication Facility,,1943,Active,http://mafbusiness.msfc.nasa.gov/,02/02/2009 12:00:00 AM,02/19/2013 12:00:00 AM,US,Ernest Graham,504.257-2619,"70189(29.950621, -90.074948)",New Orleans,LA,70189
Marshall Space Flight Center,Public,EB Solar Array Test Facility 4475,,1964,Active,,03/01/1996 12:00:00 AM,05/30/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,ES Dist Active Archive Center 917 Expl. Blvd.,,1991,,,03/01/1996 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Stennis Space Center,Public,"Barge, Liquid Oxygen (6 each)",,1965,Active,http://rockettest.nasa.gov,03/01/1996 12:00:00 AM,04/06/2015 12:00:00 AM,US,Robert Bruce,228-688-1646,"39529-6000(30.385948, -89.604486)",Stennis Space Center,MS,39529-6000
Stennis Space Center,Public,Hydrogen Transfer Facility #3415,,1965,Active,http://rockettest.nasa.gov,03/01/1996 12:00:00 AM,04/06/2015 12:00:00 AM,US,Robert Bruce,228-688-1646,"39529-6000(30.385948, -89.604486)",Stennis Space Center,MS,39529-6000
Kennedy Space Center,Public,Radioisotope Thermal Generator Facility/M7-1472 ,,1960,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Marshall Space Flight Center,Public,ED Liquid/Solid Rocket Eng Water Flow Fac 4776,,1985,Active,,03/01/1996 12:00:00 AM,05/30/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Kennedy Space Center,Public,LCC Control Room 1/FR-1/Third Floor/K6-900 ,,1966,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Langley Research Center,Public,Jet Noise Laboratory,,1995,Active,,03/01/1996 12:00:00 AM,02/25/2013 12:00:00 AM,US,Sherry Johnson,757.864-3848,"23681-2199(37.08681, -76.376649)",Hampton,VA,23681-2199
Marshall Space Flight Center,Public,EM SEE: Atomic Oxygen & Solar UV Lab 4711,,,Active,,05/29/1996 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Kennedy Space Center,Public,Operations Support Building/K6-1096,,1990,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Goddard Space Flight Center,Public,Acoustic Test Facility Building 10,,,Active,http://mscweb.gsfc.nasa.gov/549web,07/08/2010 12:00:00 AM,08/16/2013 12:00:00 AM,US,Barry Green,301 286 2520,"20771(38.99538, -76.853161)",Greenbelt,MD,20771
Marshall Space Flight Center,Public,EL Systems and Payloads Test Facilities 4708,,1958,Active,,03/01/1996 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Langley Research Center,Public,Landing and Impact Research Facility,,1966,Active,,03/01/1996 12:00:00 AM,02/25/2013 12:00:00 AM,US,Sherry Johnson,757.864-3848,"23681-2199(37.08681, -76.376649)",Hampton,VA,23681-2199
Marshall Space Flight Center,Public,EM Hydrogen (H2) Test Facility 4628,,1961,Active,,03/01/1996 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Goddard Space Flight Center,Public,500 Flight Dynamics Facility,,1961,Active,,03/01/1996 12:00:00 AM,08/16/2013 12:00:00 AM,US,Barry Green,301 286 2520,"20771(38.99538, -76.853161)",Greenbelt,MD,20771
Marshall Space Flight Center,Public,Subscale Rocket Motor Processing Fac 4707,,1956,Active,,03/01/1996 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,EH Ambient & High Pressure LOX/GOX Facility 4623,,1960,Active,,03/01/1996 12:00:00 AM,05/30/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,ED Coldflow R & D Test Complex 4776,,1985,Active,,03/01/1996 12:00:00 AM,05/30/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Goddard Space Flight Center,Public,700: High Capacity Centrifuge (HCC),,1965,Active,,03/01/1996 12:00:00 AM,08/16/2013 12:00:00 AM,US,Barry Green,301 286 2520,"20771(38.99538, -76.853161)",Greenbelt,MD,20771
Marshall Space Flight Center,Public,EB Audio Reverberant Facility 4477,,1991,Active,,03/01/1996 12:00:00 AM,05/30/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,EB Precision Optical Facility 4487,,1968,Active,,03/01/1996 12:00:00 AM,05/30/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Kennedy Space Center,Public,Payload Support Facility/M7-505 ,,1962,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Marshall Space Flight Center,Public,EV LAB 1/2 Mile Antenna Test Range 4194 ,,1976,Active,,03/01/1996 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
NASA Aircraft Management Division,Public,DFRC RQ-4 Global Hawk Unmanned Aerial System,,,Active,http://www.nasa.gov/centers/dryden/aircraft/GlobalHawk/index.html,10/07/2009 12:00:00 AM,02/13/2013 12:00:00 AM,US,Hsien (Shen) Yen,202 358 4721,"20546(38.883239, -77.016473)",Washington,DC,20546
Michoud Assembly Facility,Public,Component Ablator Facility SLA Spray Preparation Area,,1985,Active,http://mafbusiness.msfc.nasa.gov/,04/06/2009 12:00:00 AM,02/19/2013 12:00:00 AM,US,Ernest Graham,504.257-2619,"70189(29.950621, -90.074948)",New Orleans,LA,70189
Marshall Space Flight Center,Public,EH Hazardous Machining Facility 4759,,1958,Active,,03/01/1996 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Glenn Research Center,Public,"10 x 10 Supersonic Wind Tunnel, Bldg. 85",,1955,Active,http://facilities.grc.nasa.gov/10x10/index.html,03/01/1996 12:00:00 AM,03/04/2015 12:00:00 AM,US,Linda C. Elonen-Wright,216-433-9370,"44135(41.430364, -81.808561)",Cleveland,OH,44135
NASA Aircraft Management Division,Public,LaRC Cessna 206 Stationair Research Aircraft,,,Active,,11/04/2009 12:00:00 AM,07/22/2013 12:00:00 AM,US,Hsien (Shen) Yen,202 358 4721,"20546(38.883239, -77.016473)",Washington,DC,20546
Kennedy Space Center,Public,Orbiter Processing Facility(OPF) Annex/K6-894 ,,1977,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Johnson Space Center,Public,"Spacecraft Acoustic Lab (SAL), B-49",,,Active,http://www.nasa.gov/centers/johnson/pdf/639503main_VATF_User_Test_Planning_Guide.pdf,07/08/2010 12:00:00 AM,09/26/2012 12:00:00 AM,US,Charles Noel,281.483.3219,"77058(29.559177, -95.097897)",Houston,TX,77058
Goddard Space Flight Center,Public,900: NASA Center for Computational Sciences/ B. 28,,,Active,,03/01/1996 12:00:00 AM,08/16/2013 12:00:00 AM,US,Barry Green,301 286 2520,"20771(38.99538, -76.853161)",Greenbelt,MD,20771
Jet Propulsion Lab,Public,Energy Conservation Laboratory Patio Chamber,,,Active,,07/06/2010 12:00:00 AM,08/07/2013 12:00:00 AM,US,Gary Gray,818.354.0701,"91109(34.178124, -118.150662)",PASADENA,CA,91109
Kennedy Space Center,Public,High Bay 1/1726/HGR-S ,,1957,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Jet Propulsion Lab,Public,Acoustics Noise Test Cell,,1961,Active,http://etl.jpl.nasa.gov,03/01/1996 12:00:00 AM,08/07/2013 12:00:00 AM,US,Gary Gray,818.354.0701,"91109(34.178124, -118.150662)",PASADENA,CA,91109
Kennedy Space Center,Public,Engineering Development Laboratory/M7-409 ,,1966,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Stennis Space Center,Public,B Complex Test Control Center (TCC) #4210,,1966,Active,http://rockettest.nasa.gov,03/01/1996 12:00:00 AM,04/06/2015 12:00:00 AM,US,Robert Bruce,228-688-1646,"39529-6000(30.385948, -89.604486)",Stennis Space Center,MS,39529-6000
Langley Research Center,Public,Structural Acoustic Loads & Transmission Facility,,,Active,http://stab.larc.nasa.gov/Fac-SALT.html,08/01/2012 12:00:00 AM,08/02/2012 12:00:00 AM,US,Sherry Johnson,757.864-3848,"23681-2199(37.08681, -76.376649)",Hampton,VA,23681-2199
Stennis Space Center,Public,Test Operations Bldg. E Complex #4010,,1991,Active,http://rockettest.nasa.gov,03/01/1996 12:00:00 AM,04/06/2015 12:00:00 AM,US,Robert Bruce,228-688-1646,"39529-6000(30.385948, -89.604486)",Stennis Space Center,MS,39529-6000
Marshall Space Flight Center,Public,"EM Impact Testing Facility 4571, 4612",,2005,Active,,08/04/2006 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,18-Ft Vacuum Coating Chamber - 4707,,,Inactive,,07/16/2010 12:00:00 AM,02/20/2015 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Glenn Research Center,Public,"Aero Acoustic Propulsion Lab., (AAPL) Bldg. 145",,1990,Active,http://facilities.grc.nasa.gov/aapl/index.html,03/01/1996 12:00:00 AM,03/04/2015 12:00:00 AM,US,Linda C. Elonen-Wright,216-433-9370,"44135(41.430364, -81.808561)",Cleveland,OH,44135
Marshall Space Flight Center,Public,Sun Spot Thermal Vacuum Chamber - 4619,,,Active,,07/18/2010 12:00:00 AM,02/20/2015 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Jet Propulsion Lab,Public,10-Ft Vertical Space Simulator,,1965,Inactive,http://etl.jpl.nasa.gov,03/01/1996 12:00:00 AM,08/07/2013 12:00:00 AM,US,Gary Gray,818.354.0701,"91109(34.178124, -118.150662)",PASADENA,CA,91109
Marshall Space Flight Center,Public,EM-20 Film Radiography Facility 4702,,,Active,,08/11/2006 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Goddard Space Flight Center,Public,"500: NASA Communications Facility (NASCOM), B. 3",,1961,Active,,03/01/1996 12:00:00 AM,08/16/2013 12:00:00 AM,US,Barry Green,301 286 2520,"20771(38.99538, -76.853161)",Greenbelt,MD,20771
NASA Aircraft Management Division,Public,DFRC ER-2 High Altitude Research Aircraft,,,Active,http://www.nasa.gov/centers/dryden/aircraft/ER-2/index.html,09/08/2009 12:00:00 AM,02/13/2013 12:00:00 AM,US,Hsien (Shen) Yen,202 358 4721,"20546(38.883239, -77.016473)",Washington,DC,20546
Glenn Research Center,Public,"Engine Components Research Lab (ECRL), Bldg. 102 ",,1957,Active,http://www.grc.nasa.gov/WWW/Facilities/ext/ecrl/in,03/01/1996 12:00:00 AM,03/04/2015 12:00:00 AM,US,Linda C. Elonen-Wright,216-433-9370,"44135(41.430364, -81.808561)",Cleveland,OH,44135
Stennis Space Center,Public,Test Facility E-1 #4050,,1992,Active,http://rockettest.nasa.gov,03/01/1996 12:00:00 AM,04/06/2015 12:00:00 AM,US,Robert Bruce,228-688-1646,"39529-6000(30.385948, -89.604486)",Stennis Space Center,MS,39529-6000
